group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
blind_recovery,2,2,0,0,0,0,0,1.0,0.0,0.0
failed,3,0,0,0,0,3,0,0.0,0.0,1.0
same_ast_warm_start_return,11,11,11,0,0,0,0,1.0,0.0,0.0
snapped_but_failed,8,0,0,0,0,8,0,0.0,0.0,1.0
unsupported,5,0,0,0,5,0,0,0.0,1.0,0.0
