group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
1,3,2,0,0,0,1,0,0.6666666666666666,0.0,0.3333333333333333
3,3,0,0,0,0,3,0,0.0,0.0,1.0
9,12,0,0,0,0,12,0,0.0,0.0,1.0
