total_runs,verifier_recovered,verifier_recovery_rate,unsupported,unsupported_rate,failed,failure_rate,same_ast_return,same_ast_return_rate,verified_equivalent_ast,median_best_loss,median_post_snap_loss,median_runtime_seconds
18,2,0.1111111111111111,0,0.0,16,0.8888888888888888,0,0.0,0,0.5997579045677934,1.5404429525644088,32.567840999981854
