group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
1,11,1,0,0,0,10,0,0.09090909090909091,0.0,0.9090909090909091
2,22,1,1,0,21,0,0,0.045454545454545456,0.9545454545454546,0.0
