group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
beer_lambert,11,1,1,0,10,0,0,0.09090909090909091,0.9090909090909091,0.0
exp,11,1,0,0,0,10,0,0.09090909090909091,0.0,0.9090909090909091
planck,11,0,0,0,11,0,0,0.0,1.0,0.0
