total_runs,verifier_recovered,verifier_recovery_rate,unsupported,unsupported_rate,failed,failure_rate,same_ast_return,same_ast_return_rate,verified_equivalent_ast,median_best_loss,median_post_snap_loss,median_runtime_seconds
4,0,0.0,2,0.5,2,0.5,0,0.0,0,102.51733107073906,inf,1.030274812481366
