group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
None,29,19,12,0,4,6,0,0.6551724137931034,0.13793103448275862,0.20689655172413793
