group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
0.0,17,10,4,0,4,3,0,0.5882352941176471,0.23529411764705882,0.17647058823529413
15.0,3,3,2,0,0,0,0,1.0,0.0,0.0
2.5,3,3,3,0,0,0,0,1.0,0.0,0.0
35.0,3,0,0,0,0,3,0,0.0,0.0,1.0
5.0,3,3,3,0,0,0,0,1.0,0.0,0.0
