group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
blind,9,6,0,0,0,3,0,0.6666666666666666,0.0,0.3333333333333333
compile,3,0,0,0,3,0,0,0.0,1.0,0.0
warm_start,17,13,12,0,1,3,0,0.7647058823529411,0.058823529411764705,0.17647058823529413
