group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
1,3,3,0,0,0,0,0,1.0,0.0,0.0
2,20,13,12,0,4,3,0,0.65,0.2,0.15
3,3,3,0,0,0,0,0,1.0,0.0,0.0
4,3,0,0,0,0,3,0,0.0,0.0,1.0
