group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
repaired_candidate,3,3,0,0,0,0,0,1.0,0.0,0.0
same_ast_return,1,1,1,0,0,0,0,1.0,0.0,0.0
