total_runs,verifier_recovered,verifier_recovery_rate,verification_passed,verification_passed_rate,trained_exact_recovery,trained_exact_recovery_rate,compile_only_verified_support,compile_only_verified_support_rate,unsupported,unsupported_rate,failed,failure_rate,same_ast_return,same_ast_return_rate,verified_equivalent_ast,median_best_loss,median_post_snap_loss,median_runtime_seconds
24,9,0.375,9,0.375,8,0.3333333333333333,1,0.041666666666666664,15,0.625,0,0.0,8,0.3333333333333333,0,1.735801514917598e-32,3.512993596992699e-32,0.027342458488419652
