group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
blind,6,4,0,0,0,2,0,0.6666666666666666,0.0,0.3333333333333333
compile,2,0,0,0,2,0,0,0.0,1.0,0.0
warm_start,8,5,5,0,1,2,0,0.625,0.125,0.25
