group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
same_ast_warm_start_return,5,5,5,0,0,0,0,1.0,0.0,0.0
scaffolded_blind_recovery,4,4,0,0,0,0,0,1.0,0.0,0.0
snapped_but_failed,4,0,0,0,0,4,0,0.0,0.0,1.0
unsupported,3,0,0,0,3,0,0,0.0,1.0,0.0
