group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
compile,12,1,0,0,11,0,0,0.08333333333333333,0.9166666666666666,0.0
warm_start,12,8,8,0,4,0,0,0.6666666666666666,0.3333333333333333,0.0
