group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
blind,9,6,0,0,0,3,0,0.6666666666666666,0.0,0.3333333333333333
compile,4,1,0,0,3,0,0,0.25,0.75,0.0
warm_start,16,11,11,0,1,4,0,0.6875,0.0625,0.25
