group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
perturbed_true_tree_recovered,1,1,0,0,0,0,0,1.0,0.0,0.0
repaired_candidate,3,3,0,0,0,0,0,1.0,0.0,0.0
