group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
1,1,0,0,0,0,1,0,0.0,0.0,1.0
2,2,1,1,0,1,0,0,0.5,0.5,0.0
