operator_family,operator_schedule,start_mode,training_mode,depth,total,verifier_pass_rate,unsupported_rate,repair_attempt_rate,repair_accept_rate,refit_attempt_rate,refit_accept_rate,anomaly_clamp_count_total,anomaly_exp_overflow_count_total,anomaly_expm1_overflow_count_total,anomaly_log_branch_cut_count_total,anomaly_log_branch_cut_proximity_count_total,anomaly_log_branch_cut_crossing_count_total,anomaly_branch_input_count_total,anomaly_log1p_branch_cut_count_total,anomaly_shifted_singularity_near_count_total,shifted_singularity_min_distance_min,gradient_l2_norm_max_median,gradient_max_abs_max_median,optimizer_wall_clock_seconds_median,median_active_node_count,median_candidate_complexity,median_post_snap_loss
raw_eml,fixed,compile,compile_only_verification,2,12,0.08333333333333333,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
raw_eml,fixed,warm_start,compiler_warm_start_training,2,12,0.6666666666666666,0.3333333333333333,0.0,0.0,0.5833333333333334,0.5,3216.0,3170.0,0.0,13586.0,13683.0,47.0,346992.0,0.0,0.0,,0.10794346679781627,0.011673061477168461,4.689437599990924,19.0,,3.455215698661082e-32
