total_runs,verifier_recovered,verifier_recovery_rate,unsupported,unsupported_rate,failed,failure_rate,same_ast_return,same_ast_return_rate,verified_equivalent_ast,median_best_loss,median_post_snap_loss,median_runtime_seconds
8,8,1.0,0,0.0,0,0.0,4,0.5,0,5.980822444607965e-32,0.0,1.108064625004772
