group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
blind_training_recovered,2,2,0,0,0,0,0,1.0,0.0,0.0
perturbed_true_tree_recovered,1,1,1,0,0,0,0,1.0,0.0,0.0
same_ast,3,3,3,0,0,0,0,1.0,0.0,0.0
scaffolded_blind_training_recovered,2,2,0,0,0,0,0,1.0,0.0,0.0
