group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
blind,4,4,0,0,0,0,0,1.0,0.0,0.0
perturbed_tree,1,1,1,0,0,0,0,1.0,0.0,0.0
warm_start,3,3,3,0,0,0,0,1.0,0.0,0.0
