group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
blind_recovery,1,1,0,0,0,0,0,1.0,0.0,0.0
failed,2,0,0,0,0,2,0,0.0,0.0,1.0
same_ast_warm_start_return,4,4,4,0,0,0,0,1.0,0.0,0.0
snapped_but_failed,5,0,0,0,0,5,0,0.0,0.0,1.0
unsupported,4,0,0,0,4,0,0,0.0,1.0,0.0
