group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
1,2,1,0,0,0,1,0,0.5,0.0,0.5
2,10,4,4,0,4,2,0,0.4,0.4,0.2
3,2,0,0,0,0,2,0,0.0,0.0,1.0
4,2,0,0,0,0,2,0,0.0,0.0,1.0
