total_runs,verifier_recovered,verifier_recovery_rate,verification_passed,verification_passed_rate,trained_exact_recovery,trained_exact_recovery_rate,compile_only_verified_support,compile_only_verified_support_rate,unsupported,unsupported_rate,failed,failure_rate,same_ast_return,same_ast_return_rate,verified_equivalent_ast,median_best_loss,median_post_snap_loss,median_runtime_seconds
4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.75,0,0.0,0,1.3472547223875249,1.5930433472076198,1.3040763540193439
