pair_id,formula,target_family,seed,start_mode,training_mode,depth,constants_policy,raw_case_id,ipi_case_id,raw_status,ipi_status,raw_verification_outcome,ipi_verification_outcome,raw_evidence_regime,ipi_evidence_regime,raw_discovery_class,ipi_discovery_class,raw_warm_start_evidence,ipi_warm_start_evidence,raw_ast_return_status,ipi_ast_return_status,raw_trained_exact_recovery,ipi_trained_exact_recovery,comparison_outcome,raw_pre_snap_mse,ipi_pre_snap_mse,raw_post_snap_mse,ipi_post_snap_mse,post_snap_mse_delta_ipi_minus_raw,raw_best_loss,ipi_best_loss,raw_gradient_l2_norm_max,ipi_gradient_l2_norm_max,raw_gradient_max_abs_max,ipi_gradient_max_abs_max,raw_exp_overflow_count,ipi_exp_overflow_count,raw_nan_count,ipi_nan_count,raw_inf_count,ipi_inf_count,raw_branch_input_count,ipi_branch_input_count,raw_branch_cut_count,ipi_branch_cut_count,raw_branch_cut_proximity_count,ipi_branch_cut_proximity_count,raw_branch_cut_crossing_count,ipi_branch_cut_crossing_count,raw_optimizer_wall_clock_seconds,ipi_optimizer_wall_clock_seconds,raw_runtime_seconds,ipi_runtime_seconds,raw_artifact_path,ipi_artifact_path
exp:seed0:depth2,exp,negative_control,0,blind,blind_training,2,literal_constants,exp-raw-v116-blind,exp-ipi-v116-blind,repaired_candidate,snapped_but_failed,failed,failed,repaired_candidate,snapped_but_failed,repaired_candidate,failed,not_warm_start,not_warm_start,not_applicable,not_applicable,False,False,raw_lower_post_snap_mse,0.20715223283318776,3.2395529792987188,0.5638625830597994,3.2395529792987188,2.6756903962389194,0.08804128324313722,3.23955297929817,30.728174931680734,454.4897495575329,21.384541872054807,321.3715853668181,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,12.0,12.0,12.0,12.0,0.0,0.0,0.04857237497344613,0.14912550000008196,1.0673105410533026,1.1487747910432518,artifacts/campaigns/v1.16-geml-smoke/runs/v1.16-geml-smoke/v1-16-geml-smoke-exp-raw-v116-blind-739ffa409112.json,artifacts/campaigns/v1.16-geml-smoke/runs/v1.16-geml-smoke/v1-16-geml-smoke-exp-ipi-v116-blind-e8fe36239cff.json
sin_pi:seed0:depth3,sin_pi,periodic,0,blind,blind_training,3,literal_constants,sin-pi-raw-v116-blind,sin-pi-ipi-v116-blind,snapped_but_failed,snapped_but_failed,failed,failed,snapped_but_failed,snapped_but_failed,failed,failed,not_warm_start,not_warm_start,not_applicable,not_applicable,False,False,raw_lower_post_snap_mse,0.8968341736038238,2.1643935351550643,0.6535512891542574,2.532535405260982,1.8789841161067244,0.6370763821225767,2.057433062652473,14399.694260683938,7.023135344426269,7513.112515731366,4.96855470945392,0.0,0.0,0.0,0.0,0.0,0.0,168.0,168.0,12.0,12.0,12.0,26.0,0.0,0.0,0.3839882919564843,0.4652078329818323,2.5564009580994025,1.459377916995436,artifacts/campaigns/v1.16-geml-smoke/runs/v1.16-geml-smoke/v1-16-geml-smoke-sin-pi-raw-v116-blind-7e3efe6e564e.json,artifacts/campaigns/v1.16-geml-smoke/runs/v1.16-geml-smoke/v1-16-geml-smoke-sin-pi-ipi-v116-blind-e7efd47e48bd.json
