group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
None,55,4,2,0,30,21,0,0.07272727272727272,0.5454545454545454,0.38181818181818183
