group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
1,11,1,0,0,0,10,0,0.09090909090909091,0.0,0.9090909090909091
2,33,2,2,0,30,1,0,0.06060606060606061,0.9090909090909091,0.030303030303030304
3,11,1,0,0,0,10,0,0.09090909090909091,0.0,0.9090909090909091
