group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
0.0,33,3,1,0,10,20,0,0.09090909090909091,0.30303030303030304,0.6060606060606061
35.0,11,0,0,0,10,1,0,0.0,0.9090909090909091,0.09090909090909091
5.0,11,1,1,0,10,0,0,0.09090909090909091,0.9090909090909091,0.0
