group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
1,2,2,0,0,0,0,0,1.0,0.0,0.0
2,10,5,4,0,3,2,0,0.5,0.3,0.2
3,2,2,0,0,0,0,0,1.0,0.0,0.0
4,2,0,0,0,0,2,0,0.0,0.0,1.0
