total_runs,verifier_recovered,verifier_recovery_rate,unsupported,unsupported_rate,failed,failure_rate,same_ast_return,same_ast_return_rate,verified_equivalent_ast,median_best_loss,median_post_snap_loss,median_runtime_seconds
9,9,1.0,0,0.0,0,0.0,0,0.0,0,7.880941988472298e-210,0.0,0.02950974996201694
