group,total,verifier_recovered,same_ast_return,verified_equivalent_ast,unsupported,failed,execution_error,verifier_recovery_rate,unsupported_rate,failure_rate
0.05,4,4,4,0,0,0,0,1.0,0.0,0.0
0.1,1,1,1,0,0,0,0,1.0,0.0,0.0
0.25,2,2,2,0,0,0,0,1.0,0.0,0.0
5.0,2,2,2,0,0,0,0,1.0,0.0,0.0
