operator_family,operator_schedule,start_mode,training_mode,depth,total,verifier_pass_rate,unsupported_rate,repair_attempt_rate,repair_accept_rate,refit_attempt_rate,refit_accept_rate,anomaly_clamp_count_total,anomaly_exp_overflow_count_total,anomaly_expm1_overflow_count_total,anomaly_log_branch_cut_count_total,anomaly_log_branch_cut_proximity_count_total,anomaly_log_branch_cut_crossing_count_total,anomaly_branch_input_count_total,anomaly_log1p_branch_cut_count_total,anomaly_shifted_singularity_near_count_total,shifted_singularity_min_distance_min,gradient_l2_norm_max_median,gradient_max_abs_max_median,optimizer_wall_clock_seconds_median,median_active_node_count,median_candidate_complexity,median_post_snap_loss
ipi_eml,fixed,blind,blind_training,2,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,2.0,288.0,0.0,0.0,,101.55242007512193,71.6190308775277,0.2498744375188835,3.0,,2.431642817687182
ipi_eml,fixed,blind,blind_training,3,8,0.0,0.0,1.0,0.0,0.25,0.125,0.0,0.0,0.0,66.0,95.0,2.0,1344.0,0.0,0.0,,10.08368614232387,6.178367856085602,0.7576219995389692,3.0,,2.5351613718137274
raw_eml,fixed,blind,blind_training,2,4,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,288.0,0.0,0.0,,808.1236443784956,527.4629705004157,0.12360206246376038,5.0,,1.4329359243789024
raw_eml,fixed,blind,blind_training,3,8,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,64.0,64.0,0.0,1344.0,0.0,0.0,,2690.5668592423112,1396.6118784063842,0.4088079165085219,5.0,,0.753684383334271
